,Accounting___Auditing,Acting___Theater,Advertising___Marketing,Agricultural_Equipment,Agriculture___Forestry,Agrochemicals,Alcoholic_Beverages,Animal_Products___Services,Apartments___Residential_Rentals,Apparel,Aquaculture,Architecture,Auto_Financing,Autos___Vehicles,Aviation,Boats___Watercraft,Book_Retailers,Building_Materials___Supplies,Business___Industrial,Business_News,Business_Operations,Business_Services,CAD___CAM,Car_Electronics,Car_Rental___Taxi_Services,Carpooling___Ridesharing,Chemicals_Industry,Civil_Engineering,Coatings___Adhesives,College_Financing,Commercial_Lending,Commercial_Vehicles,Computer_Hardware,Computer_Security,Computer_Servers,Computers___Electronics,Construction___Maintenance,Construction_Consulting___Contracting,Consulting,Consumer_Electronics,Corporate_Events,Credit___Lending,Cruises___Charters,Customer_Relationship_Management__CRM_,Data_Management,Developer_Jobs,Development_Tools,Distribution___Logistics,Doctors__Offices,Dyes___Pigments,Economy_News,Education,Emergency_Services,Energy___Utilities,Enterprise_Resource_Planning__ERP_,Enterprise_Technology,Entertainment_Industry,Entertainment_Media,Events___Listings,Fashion___Style,Fast_Food,Finance,Financial_Planning,Fire___Security_Services,Fitness,Flooring,Food___Drink,Food_Production,Footwear,Forestry,Freight___Trucking,Fuel_Economy___Gas_Prices,Gifts___Special_Event_Items,Government,GPS___Navigation,Grocery___Food_Retailers,Health,Health_Insurance,Home___Garden,Home_Appliances,Home_Financing,Home_Furnishings,Home_Improvement,Hospitals___Treatment_Centers,Hotels___Accommodations,Import___Export,Industrial_Materials___Equipment,Insurance,Internet___Telecom,Investing,Job_Listings,Jobs,Legal_Services,Luggage___Travel_Accessories,Luxury_Goods,Mail___Package_Delivery,Manufacturing,Maritime_Transport,Mass_Merchants___Department_Stores,Medical_Facilities___Services,Mental_Health,Newspapers,Office_Supplies,Outsourcing,Performing_Arts,Pharmaceuticals___Biotech,Pharmacy,Politics,Printing___Publishing,Professional___Trade_Associations,Programming,Rail_Transport,Real_Estate,Real_Estate_Agencies,Recruitment___Staffing,Restaurants,Resumes___Portfolios,Retail_Trade,Shopping,Social_Services,Spas___Beauty_Services,Sports,Swimming_Pools___Spas,Textiles___Nonwovens,Timeshares___Vacation_Properties,Tobacco_Products,Tourist_Destinations,Transportation___Logistics,Travel,Travel_Agencies___Services,Trucks___SUVs,Unwanted_Body___Facial_Hair_Removal,Vehicle_Brands,Vehicle_Licensing___Registration,Vehicle_Shopping,Veterinarians,Web_Hosting___Domain_Registration,Weddings,Welfare___Unemployment,World_News,Affordable_housing,Bank,Bankruptcy,Birthday,Commercial_Building,Crisis,Economic_crisis,Exportation,Financial_crisis,Foreclosure,Housing_bubble,House_moving,House_price_index,Interest,Investment,Job,Job_search,Loan,Luggage,Mortgage,Office_space,Private_employment_agency,Public_debt,Lawyer,Student_loan,Temporary_jobs,Unemployment,Unemployment_benefits,Recession,Recruitment
2023-01-08,35.43696275071633,67.0,100.268156424581,76.89325113562623,77.81344537815127,106.45491803278688,70.20862745098039,76.28990774391949,80.71575695159629,117.42666242443526,87.0,76.8569398389389,69.47283406754772,99.4603524229075,54.0,122.43156486847973,4.33972602739726,71.70467746866402,98.67963825705674,124.67365412101002,77.08909242298085,105.30252786083176,93.85668554543216,88.63398855436677,47.0,72.21153846153847,129.4491404011461,79.19235053843298,94.5,89.43476018566271,66.83343248066626,86.925,148.80499755022046,81.00026917900405,71.46656534954408,106.1769559032717,84.11051592895404,77.61154499151104,85.84615384615384,83.28539199097575,72.72840661053945,75.0,80.45454545454545,115.75787728026532,100.62244897959182,84.3781718963165,137.85868055555557,108.66958622772576,110.883540802213,120.14375261178438,60.05412240768842,56.23140781736424,89.57356608478803,89.4065934065934,109.30471301913208,110.53329571106092,93.14939341421145,69.42220240748996,92.15692554043234,102.43365253077974,68.14414414414415,99.64304538799416,118.36608234814511,86.26032245379473,78.5205015249068,58.33402748854645,94.49504420037503,116.70743099787686,124.33916349809884,84.21197144426141,120.0139072847682,38.8141592920354,57.76968174204355,105.96418732782368,77.09620384815392,94.1900921658986,124.68189581554226,118.57883234467688,85.96662346079066,49.43933054393305,103.59293238192322,85.03501945525291,62.04490616621983,92.36098981077149,101.02001482579688,76.7993893129771,81.87059724349157,84.0,89.01244343891403,130.37984886649875,76.61363636363636,90.11175337186896,41.93988165680473,95.93361119380768,72.25037257824143,100.58061357702351,104.3331737673528,73.75116931711881,72.23708139277001,113.70117570215544,103.70338983050848,54.0,93.55829596412556,54.09832272990168,66.89895470383274,123.38353330575092,137.8501303214596,5.0,77.5330739299611,23.0,111.65923566878982,39.5453951665578,88.5490291262136,36.39928942333971,0.0,76.82508833922263,125.466773418735,89.30073126142595,93.87188988883008,45.66034897713598,80.53188869736518,46.96856581532416,15.551830120145292,118.92105263157896,105.14730694354316,82.53328834907782,85.81357466063348,66.56301145662847,79.54863318499683,82.2563359884142,127.24812030075188,4.178272980501393,60.0,73.01759133964816,86.84011551588343,87.54416212946158,101.73337139594636,65.0,45.39205361416947,10.0,0.0,36.60810810810811,0.0,54.819587628865975,0.0,0.0,0.0,89.39489795918368,160.33333333333331,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,78.72298281386543,0.0,0.0,,0.0,62.449760765550245,22.95480880648899,,28.53980099502488,0.0,62.57777777777778,62.566303200844175
2023-01-15,35.43696275071633,68.0,102.65549348230913,74.37216093445815,81.1966386554622,105.03551912568304,70.20862745098039,78.17360916969528,82.8681771369722,110.75469296850144,66.0,76.8569398389389,72.63069016152717,99.4603524229075,64.0,119.1226036558181,4.33972602739726,70.54815041271782,97.43052891203072,126.56264888041926,86.86094920899251,102.79532481652625,93.85668554543216,89.61881064941528,48.0,72.21153846153847,127.8510028653295,76.7556628295581,92.75,93.76224858174317,77.38607971445566,88.44999999999999,144.36305732484075,76.79246298788695,70.38373860182371,108.70497866287342,80.50577953199887,77.61154499151104,84.65384615384615,83.28539199097575,70.6504521359526,79.0,74.26573426573427,117.11973466003316,94.26734693877547,87.79890859481583,130.2840277777778,103.43249773482331,100.03623789764868,128.97785206853322,63.73090541224077,58.99688689034936,86.72996081225507,91.58724202626642,116.5916938870742,105.39221218961625,77.13934142114384,72.041908158716,97.91673338670935,101.08584131326948,68.14414414414415,97.1827232796486,101.21157766000816,86.26032245379473,74.78143002372077,58.33402748854645,91.07956067506026,118.58980891719746,119.89847908745246,90.94892915980232,120.0139072847682,38.8141592920354,57.76968174204355,101.42286501377409,77.09620384815392,91.71140552995392,120.72374039282664,120.00749297533562,88.69572261827608,51.20502092050209,103.59293238192322,85.03501945525291,62.04490616621983,97.13828238719069,91.24388435878429,79.09190839694656,77.63591117917305,82.0,90.0721153846154,136.58841309823677,87.22167832167831,96.20038535645472,41.26343195266272,103.21970824650197,72.25037257824143,88.4624673629243,104.3331737673528,73.75116931711881,67.66511421601241,109.3834095362508,108.4171802773498,55.0,96.89966367713004,55.56043956043956,64.03185664509705,128.74803475382706,145.40356211989575,5.0,80.4046692607004,21.0,106.52547770700636,43.14043109079033,91.91165048543692,36.39928942333971,0.0,79.61872791519436,137.66493194555645,85.33180987202924,98.34197988353624,44.95788206979543,80.53188869736518,59.01178781925344,15.551830120145292,110.62423500611996,103.7637897469176,79.55015744489428,81.04615384615384,65.61211129296235,103.41322314049587,64.62997827661115,132.14227877385773,4.178272980501393,57.0,77.13125845737483,92.82908899973746,85.43466424682396,101.73337139594636,69.0,43.5007180469124,11.0,0.0,49.68243243243244,0.0,49.33762886597938,0.0,0.0,0.0,97.16836734693878,139.77777777777777,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,85.97378386251093,0.0,0.0,,0.0,67.25358851674642,43.61413673232909,,36.69402985074628,0.0,40.67555555555556,69.51811466760464
2023-01-22,33.07449856733524,73.0,95.49348230912476,74.37216093445815,74.43025210084035,99.35792349726776,67.70117647058824,80.05731059547107,79.63954685890835,116.0922685332485,47.0,110.09237328280436,72.63069016152717,98.33012114537446,54.0,117.46812304948728,4.33972602739726,69.39162335677163,94.93231022197864,128.4516436398285,80.34637801831806,96.52731720576244,88.39990150209309,83.70987807912417,48.0,57.76923076923077,119.8603151862464,80.4106943928704,105.0,90.87725631768951,68.0059488399762,86.925,142.1420872121509,86.26002691790042,71.46656534954408,108.70497866287342,82.90893712996898,72.34974533106961,79.88461538461539,82.09560067681895,69.61147489865918,74.0,65.42457542457542,106.22487562189056,93.20816326530613,86.65866302864939,125.73923611111113,100.8139534883721,100.03623789764868,128.97785206853322,60.05412240768842,56.23140781736424,86.72996081225507,88.3162690967569,112.94820345310312,101.53639954853271,94.60485268630848,73.35176103432902,109.4363490792634,101.08584131326948,68.14414414414415,93.49224011713032,82.34162250305748,79.07196224931184,74.78143002372077,62.05747605164515,94.49504420037503,114.82505307855628,119.89847908745246,97.68588687534324,114.4960264900662,38.8141592920354,65.30485762144053,102.9366391184573,75.21580863234529,91.71140552995392,118.74466268146882,124.2934748673119,90.06027219701879,51.20502092050209,99.21576622494054,86.77042801556419,62.04490616621983,100.32314410480348,97.761304670126,71.06809160305343,73.40122511485451,79.0,89.01244343891403,128.3103274559194,104.90174825174824,108.3776493256262,41.93988165680473,97.14796070259008,72.25037257824143,87.25065274151437,100.07467687888942,90.14031805425633,69.49390108671545,112.26192031352058,106.84591679506936,50.0,93.55829596412556,54.09832272990168,71.67745146839222,126.95986760446834,145.40356211989575,5.0,77.5330739299611,21.0,111.65923566878982,40.44415414761593,93.03252427184468,37.33260453675867,0.0,83.80918727915196,130.69455564451562,87.3162705667276,96.10693488618315,42.148014440433215,83.55183452351638,49.377210216110015,15.551830120145292,113.38984088127296,112.064892926671,72.58951866846604,84.62171945701357,65.61211129296235,103.41322314049587,61.69225199131065,127.24812030075188,4.178272980501393,61.0,73.01759133964816,87.83827776319244,86.48941318814276,99.2520696545818,79.0,44.131163235998095,10.0,0.0,54.91216216216216,0.0,52.99226804123711,0.0,0.0,0.0,95.87278911564626,226.1111111111111,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,79.7588115351005,0.0,0.0,,0.0,61.2488038277512,43.61413673232909,,32.616915422885576,0.0,50.06222222222223,83.42173760112557
2023-01-29,54.33667621776504,77.0,99.07448789571694,74.37216093445815,78.94117647058825,113.551912568306,70.20862745098039,77.23175845680738,80.71575695159629,114.75787464206174,49.0,155.79109426811937,72.63069016152717,98.33012114537446,60.0,105.88675880517164,4.33972602739726,74.0177315805564,111.17073170731707,166.23153882801336,89.03247293921731,107.80973090513729,99.31346958877124,87.64916645931824,47.0,72.21153846153847,131.04727793696273,77.97400668399554,101.5,98.08973697782362,73.86853063652586,96.075,146.5840274375306,85.20807537012114,71.46656534954408,113.76102418207682,90.11840992387933,77.61154499151104,93.0,85.66497461928934,72.72840661053945,81.0,61.88811188811189,121.20530679933664,104.85918367346936,88.93915416098226,139.37361111111113,109.97885835095138,96.42047026279393,132.5114918512328,67.40768841679312,58.99688689034936,90.9953687210545,98.12918788528545,127.5221651889874,116.9596501128668,75.68388214904678,68.11234953187694,82.07726180944755,98.39021887824896,70.03703703703704,109.48433382137628,90.91887484712598,94.8863546991742,82.25957302609285,62.05747605164515,93.35654969193678,126.11932059447984,113.97756653992394,94.31740801757276,125.53178807947018,41.09734513274336,60.28140703517588,112.01928374655644,80.85699427977119,94.1900921658986,128.64005123825788,125.72213549797064,96.88302009073232,51.20502092050209,116.72443085287122,83.29961089494162,64.14812332439678,98.7307132459971,87.98517420311342,90.5545038167939,84.69372128637059,86.0,90.0721153846154,171.77027707808566,89.57902097902098,98.63583815028902,41.26343195266272,92.29056266746056,76.76602086438152,96.94516971279376,106.46242221158448,163.89148737137512,67.66511421601241,113.70117570215544,109.9884437596302,55.0,99.12724215246638,59.94679005205321,67.85465405674464,130.53620190318577,154.84535186794093,6.0,78.96887159533075,23.0,118.07643312101912,41.34291312867407,91.91165048543692,39.19923476359661,0.0,78.2219081272085,134.17974379503605,84.33957952468006,100.57702488088935,44.95788206979543,78.51859147993105,42.151277013752456,15.88991338362671,116.15544675642596,107.9143413367943,84.52204228520019,73.89502262443439,70.36661211129297,94.13254926891292,66.58846246681149,124.80104106419896,4.178272980501393,59.0,81.24492557510148,89.83460225781045,89.65366001209921,110.41792749072224,78.0,46.022498803255154,11.0,0.0,62.75675675675676,0.0,47.51030927835051,0.0,0.0,0.0,85.50816326530612,230.2222222222222,0.0,0.0,,52.0,0.0,0.0,2.0,0.0,0.0,72.50801048645499,0.0,0.0,,0.0,60.04784688995216,20.65932792584009,,28.53980099502488,0.0,48.49777777777778,71.8353851565248
2023-02-05,41.34312320916905,70.0,95.49348230912476,70.59052563270605,75.55798319327732,105.03551912568304,70.20862745098039,77.23175845680738,82.8681771369722,114.75787464206174,47.0,137.09616295594506,75.78854625550662,98.33012114537446,58.0,112.50468123049488,4.33972602739726,76.33078569244879,108.67251301726502,147.34159123392092,84.6894254787677,110.31693394944278,103.6788968234425,88.63398855436677,48.0,57.76923076923077,140.63610315186244,77.97400668399554,106.75,89.43476018566271,77.38607971445566,93.025,159.90984811366977,79.94831763122477,68.21808510638299,112.49701280227598,90.11840992387933,76.29609507640068,82.26923076923077,85.66497461928934,74.8063610851263,80.0,59.23576423576424,119.84344941956884,98.50408163265304,91.21964529331514,142.40347222222223,113.90667472062822,96.42047026279393,128.97785206853322,62.50531107738999,61.76236596333448,96.6825792661204,100.30983650495844,123.87867475501632,113.10383747178328,80.05025996533794,68.11234953187694,69.11769415532426,99.7380300957592,70.03703703703704,107.02401171303076,94.34977578475336,81.947306331105,83.50593019315485,60.81632653061225,97.9105277256898,124.23694267515924,113.97756653992394,87.58045030203186,125.53178807947018,38.8141592920354,75.35175879396985,108.99173553719008,80.85699427977119,91.71140552995392,132.59820666097352,124.2934748673119,95.51847051198962,52.970711297071134,113.80632008154944,90.24124513618676,66.25134048257372,100.32314410480348,91.24388435878429,84.82320610687023,83.28215926493108,88.0,93.25113122171946,159.35314861460958,93.11503496503497,102.28901734104046,44.64568047337278,92.29056266746056,76.76602086438152,89.67428198433421,108.59167065581616,144.22450888681013,70.40829452206697,112.26192031352058,106.84591679506936,53.0,101.3548206278027,59.94679005205321,64.98755599800896,125.17170045510964,152.9569939183319,8.0,78.96887159533075,22.0,114.22611464968152,43.14043109079033,95.2742718446602,38.26591965017764,0.0,86.60282685512368,137.66493194555645,85.33180987202924,98.34197988353624,45.66034897713598,84.55848313223343,46.96856581532416,16.56607991058955,118.92105263157896,103.7637897469176,80.54453441295547,77.47058823529412,72.2684124386252,78.22282263191354,68.54694665701183,119.90688259109312,4.178272980501393,61.0,82.27334235453314,79.85297978472039,90.70840895341804,106.69597487867544,89.0,42.87027285782672,11.0,0.0,57.52702702702703,50.93333333333333,42.94201030927835,0.0,0.0,0.0,101.05510204081632,300.1111111111111,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,77.68715409263035,0.0,0.0,,0.0,91.27272727272728,32.13673232908459,,40.77114427860697,0.0,65.70666666666666,72.99402040098488
2023-02-12,36.61819484240687,70.0,99.07448789571694,78.15379623621025,80.06890756302522,107.8743169398907,70.20862745098039,79.11545988258317,82.8681771369722,114.75787464206174,46.0,207.7214590241592,69.47283406754772,101.7208149779736,55.0,120.7770842621489,4.33972602739726,75.1742586365026,101.1778569471088,130.34063839923775,84.6894254787677,110.31693394944278,100.40482639743904,82.72505598407565,47.0,57.76923076923077,134.24355300859597,73.10063126624581,105.0,92.31975244971636,77.38607971445566,89.975,153.24693777560017,81.00026917900405,71.46656534954408,107.44096728307257,87.71525232590922,78.92699490662139,81.07692307692308,79.71601804850536,69.61147489865918,77.0,60.11988011988012,121.20530679933664,99.56326530612245,87.79890859481583,142.40347222222223,112.5974025974026,98.83098201936376,130.744671959883,58.82852807283764,63.606018678657904,93.83897399358746,94.85821495577594,120.23518432104528,113.10383747178328,69.86204506065857,66.80249665626393,71.99759807846277,94.34678522571818,68.14414414414415,97.1827232796486,92.63432531593966,79.07196224931184,79.76685869196882,64.53977509371096,93.35654969193678,120.47218683651803,108.05665399239544,90.94892915980232,122.7728476821192,41.09734513274336,71.58417085427136,104.45041322314049,70.51482059282371,89.23271889400921,122.70281810418444,118.57883234467688,90.06027219701879,49.43933054393305,106.511043153245,86.77042801556419,62.04490616621983,100.32314410480348,87.98517420311342,82.53068702290076,83.28215926493108,82.0,86.89309954751131,142.79697732997482,114.33111888111888,115.6840077071291,41.93988165680473,92.29056266746056,76.76602086438152,95.73335509138384,104.3331737673528,111.44621141253508,69.49390108671545,112.26192031352058,108.4171802773498,52.0,102.46860986547084,57.02255639097744,63.07615729218516,123.38353330575092,149.1802780191138,7.0,74.6614785992218,21.0,112.94267515923568,41.34291312867407,89.66990291262137,37.33260453675867,0.0,89.39646643109542,137.66493194555645,85.33180987202924,96.10693488618315,44.95788206979543,83.55183452351638,48.17288801571709,17.24224643755239,114.77264381884945,96.84620376378976,81.53891138101665,78.66244343891402,69.41571194762683,76.89701207883027,68.54694665701183,117.4598033545402,6.267409470752089,59.0,77.13125845737483,83.84562877395642,89.65366001209921,106.69597487867544,79.0,43.5007180469124,12.0,0.0,54.91216216216216,45.27407407407407,50.251288659793815,0.0,0.0,0.0,88.09931972789116,193.2222222222222,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,71.47218176521993,0.0,0.0,,0.0,84.06698564593303,32.13673232908459,,20.385572139303484,0.0,0.0,68.35947942314456
2023-02-19,38.980659025787965,76.0,100.268156424581,83.19597663854641,82.32436974789917,109.29371584699452,70.20862745098039,81.94101202124686,85.0205973223481,110.75469296850144,48.0,143.32780672666982,75.78854625550662,105.1115088105727,57.0,124.08604547481052,5.424657534246576,82.11342097217975,102.42696629213484,124.67365412101002,87.94671107410491,111.57053547159556,109.13568086678158,80.75541179397861,48.0,57.76923076923077,142.23424068767906,80.4106943928704,105.0,89.43476018566271,78.5585960737656,97.6,151.02596766291032,82.05222072678332,74.71504559270517,115.02503556187769,94.92472511981956,85.50424448217316,90.6153846153846,82.09560067681895,70.6504521359526,78.0,65.42457542457542,122.56716417910448,102.7408163265306,95.78062755798088,139.37361111111113,115.21594684385384,100.03623789764868,144.87923109068117,60.05412240768842,65.44967139398132,95.26077662985394,98.12918788528545,131.16565562295847,113.10383747178328,72.77296360485268,69.42220240748996,64.7978382706165,95.69459644322843,64.35835835835836,95.95256222547584,101.21157766000816,86.26032245379473,81.01321585903084,79.4335693461058,97.9105277256898,122.35456475583864,103.61596958174904,99.37012630422844,133.80860927152315,38.8141592920354,57.76968174204355,108.99173553719008,63.93343733749349,94.1900921658986,136.55636208368915,125.72213549797064,95.51847051198962,52.970711297071134,106.511043153245,90.24124513618676,71.50938337801608,105.1004366812227,94.50259451445514,87.1157251908397,84.69372128637059,88.0,90.0721153846154,136.58841309823677,106.08041958041956,110.8131021194605,44.64568047337278,91.0762131586782,81.28166915052161,90.88609660574414,114.97941598851124,108.1683816651076,72.23708139277001,119.45819725669496,116.27349768875196,55.0,106.92376681614353,61.40890688259109,64.98755599800896,128.74803475382706,166.17549956559515,7.0,80.4046692607004,23.0,118.07643312101912,44.03919007184847,98.6368932038835,42.93249521727248,0.0,81.01554770318022,146.3779023218575,89.30073126142595,97.2244573848597,47.06528279181709,84.55848313223343,37.33398821218074,20.284995808885164,123.06946144430844,109.29785853341988,81.53891138101665,81.04615384615384,69.41571194762683,83.52606484424666,65.60922037171133,124.80104106419896,6.267409470752089,62.0,79.18809201623816,86.84011551588343,93.87265577737446,106.69597487867544,77.0,43.5007180469124,11.0,0.0,54.91216216216216,45.27407407407407,46.59664948453608,0.0,0.0,19.0,98.46394557823128,205.55555555555557,0.0,0.0,,63.0,0.0,0.0,2.0,0.0,0.0,78.72298281386543,0.0,0.0,,0.0,85.26794258373207,41.31865585168018,,36.69402985074628,0.0,0.0,77.62856137882518
2023-02-26,41.34312320916905,74.0,100.268156424581,76.89325113562623,80.06890756302522,116.39071038251366,75.2235294117647,86.65026558568633,87.173017507724,105.41711740375438,44.0,159.94552344860256,85.26211453744494,98.33012114537446,57.0,124.08604547481052,9.764383561643836,85.58300214001834,103.67607563716088,124.67365412101002,83.60366361365529,107.80973090513729,103.6788968234425,80.75541179397861,47.0,57.76923076923077,159.81375358166187,76.7556628295581,122.5,95.20474471376998,84.42117787031528,97.6,155.46790788829006,74.68855989232841,70.38373860182371,107.44096728307257,93.7231463208345,89.45059422750424,88.23076923076923,80.90580936266215,72.72840661053945,81.0,65.42457542457542,123.92902155887232,94.26734693877547,85.51841746248294,137.85868055555557,108.66958622772576,103.65200553250344,167.84788967822817,56.37733940313607,64.5278450363196,92.41717135732098,95.94853926561244,131.16565562295847,111.81856659142213,71.31750433275563,70.73205528310298,60.47798238590872,98.39021887824896,70.03703703703704,107.02401171303076,116.65063187933144,90.57333857648447,79.76685869196882,80.67471886713871,93.35654969193678,124.23694267515924,105.09619771863116,77.47501372872048,128.29072847682116,47.94690265486726,59.02554438860972,110.50550964187326,62.99323972958918,96.6687788018433,132.59820666097352,140.00874180455824,94.15392093324692,56.50209205020921,112.34726469588855,85.03501945525291,71.50938337801608,103.50800582241632,91.24388435878429,87.1157251908397,86.10528330781011,86.0,91.13178733031674,136.58841309823677,89.57902097902098,101.07129094412332,46.67502958579881,93.50491217624294,81.28166915052161,88.4624673629243,110.72091910004788,108.1683816651076,68.57950765136393,115.14043109079032,113.13097072419107,56.0,104.69618834080718,62.87102371312897,60.209059233449466,126.95986760446834,162.39878366637706,10.0,77.5330739299611,22.0,111.65923566878982,42.2416721097322,90.79077669902914,38.26591965017764,0.0,85.20600706713782,132.43714971977582,86.32404021937842,94.98941238750662,45.66034897713598,82.5451859147993,43.35559921414538,18.932662754959484,124.45226438188494,107.9143413367943,80.54453441295547,76.27873303167421,70.36661211129297,79.54863318499683,64.62997827661115,122.35396182764605,6.267409470752089,58.0,76.10284167794316,84.84379102126542,97.03690260133092,107.93662574935772,69.0,44.131163235998095,11.0,0.0,44.4527027027027,39.614814814814814,47.51030927835051,0.0,0.0,0.0,95.87278911564626,180.88888888888889,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,79.7588115351005,0.0,0.0,,0.0,79.26315789473685,36.72769409038239,,24.462686567164184,0.0,50.06222222222223,60.24903271192402
2023-03-05,38.980659025787965,62.0,91.9124767225326,71.85107073329007,69.91932773109245,93.68032786885246,80.23843137254902,77.23175845680738,76.41091658084449,100.07954183900732,43.0,203.567029843676,72.63069016152717,93.80919603524232,50.0,107.54123941150245,4.33972602739726,75.1742586365026,87.43765415182243,113.33968556455456,76.00333055786845,97.7809187279152,90.58261511942872,75.83130131873601,46.0,57.76923076923077,102.2808022922636,67.00891199405866,84.0,82.22227952552862,77.38607971445566,77.77499999999999,157.6888780009799,71.5327052489906,64.96960486322189,102.38492176386914,82.90893712996898,72.34974533106961,76.3076923076923,79.71601804850536,58.18272528843156,74.0,57.46753246753247,104.86301824212272,85.79387755102039,80.95743519781719,124.22430555555556,102.12322561159772,89.18893499308436,113.0764730463853,51.47496206373293,57.15323417502594,85.3081581759886,87.2259447869204,112.94820345310312,100.25112866817156,71.31750433275563,68.11234953187694,71.99759807846277,90.3033515731874,70.03703703703704,91.03191800878476,84.05707297187118,89.13566653558789,73.53507285665876,70.74552269887548,93.35654969193678,111.06029723991507,102.13574144486692,84.21197144426141,111.73708609271522,38.8141592920354,64.04899497487438,93.85399449035812,60.17264690587623,91.71140552995392,126.66097352690008,114.2928504527006,88.69572261827608,49.43933054393305,105.05198776758412,79.82879377431905,65.19973190348524,98.7307132459971,94.50259451445514,77.94564885496183,77.63591117917305,77.0,83.71408371040724,122.10176322418135,82.506993006993,88.89402697495183,39.9105325443787,86.2188151235487,72.25037257824143,78.76795039164493,97.94542843465771,95.05706267539756,68.57950765136393,107.94415414761592,102.13212634822806,51.0,92.4445067264574,55.56043956043956,58.29766052762567,109.07819611088124,154.84535186794093,6.0,70.35408560311285,19.0,96.2579617834395,37.74787720444154,87.42815533980584,36.39928942333971,0.0,85.20600706713782,121.98158526821456,80.37065813528336,86.04923239809423,41.445547533092665,83.55183452351638,46.96856581532416,18.594579491478065,105.09302325581396,99.6132381570409,80.54453441295547,75.0868778280543,61.80851063829787,74.2453909726637,68.54694665701183,119.90688259109312,8.356545961002785,56.0,80.21650879566981,77.85665529010238,87.54416212946158,98.01141878389952,66.0,46.022498803255154,9.0,0.0,33.99324324324324,0.0,50.251288659793815,0.0,0.0,0.0,93.28163265306122,160.33333333333331,0.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,74.57966792892515,0.0,0.0,,0.0,87.66985645933015,36.72769409038239,,32.616915422885576,0.0,0.0,71.8353851565248
2023-03-12,51.97421203438395,73.0,97.88081936685288,76.89325113562623,77.81344537815127,105.03551912568304,70.20862745098039,78.17360916969528,82.8681771369722,104.0827235125676,46.0,137.09616295594506,82.1042584434655,98.33012114537446,56.0,110.85020062416406,4.33972602739726,84.42647508407214,98.67963825705674,124.67365412101002,81.43213988343048,110.31693394944278,100.40482639743904,81.74023388902712,45.0,57.76923076923077,121.45845272206304,77.97400668399554,91.0,85.10727178958226,117.25163593099344,77.77499999999999,168.7937285644292,76.79246298788695,67.13525835866261,116.28904694167854,93.7231463208345,121.0213921901528,84.65384615384615,79.71601804850536,66.49454318677893,75.0,64.54045954045954,121.20530679933664,103.79999999999998,90.0793997271487,136.34375,116.52521896707944,96.42047026279393,136.04513163393233,67.40768841679312,70.05880318228986,89.57356608478803,98.12918788528545,134.80914605692954,111.81856659142213,145.54592720970535,72.041908158716,69.11769415532426,98.39021887824896,68.14414414414415,100.87320644216692,96.06522625356706,119.32677939441604,83.50593019315485,62.05747605164515,91.07956067506026,120.47218683651803,100.65551330798478,106.10708401976936,115.8754966887417,36.53097345132744,55.25795644891122,107.47796143250687,64.87363494539781,96.6687788018433,132.59820666097352,125.72213549797064,99.61211924821777,51.20502092050209,109.42915392456678,83.29961089494162,70.4577747989276,103.50800582241632,84.72646404744255,89.40824427480916,81.87059724349157,82.0,87.95277149321267,138.6579345088161,96.65104895104896,107.15992292870904,43.96923076923076,91.0762131586782,76.76602086438152,89.67428198433421,110.72091910004788,98.33489242282508,70.40829452206697,112.26192031352058,116.27349768875196,54.0,99.12724215246638,67.25737420474262,60.209059233449466,123.38353330575092,158.622067767159,7.0,80.4046692607004,23.0,112.94267515923568,39.5453951665578,97.51601941747576,40.13254987701558,0.0,86.60282685512368,139.40752602081665,87.3162705667276,92.75436739015352,49.17268351383876,79.52524008864812,54.19449901768173,19.946912545403745,116.15544675642596,110.68137573004545,81.53891138101665,76.27873303167421,64.66121112929623,78.22282263191354,62.67149408641082,122.35396182764605,8.356545961002785,60.0,85.35859269282814,81.8493042793384,90.70840895341804,107.93662574935772,70.0,52.95739588319771,11.0,0.0,41.83783783783784,76.39999999999999,49.33762886597938,0.0,0.0,0.0,106.2374149659864,156.2222222222222,0.0,0.0,,0.0,0.0,0.0,15.0,0.0,0.0,69.40052432274979,0.0,0.0,,0.0,75.66028708133972,36.72769409038239,,28.53980099502488,0.0,37.54666666666667,69.51811466760464
